web-scraper-order,web-scraper-start-url,festival_liste,festival_liste-href,Status,Datum,Datum_Plz_Ort_Addresse_Land,Title,Inhalt,Artist,Links,Links-href
"1591797013-5112","https://www.festivalplaner.de/festivals","Docklands Festival","https://www.festivalplaner.de/festival/docklands-festival","null","13.06.2020","13.06.2020 noch 3 Tage

                    48155 - Münster

                    Am Hawerkamp

                    Deutschland","","","Perel","",""
"1591796790-4145","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Blasmusik Illenschwang","",""
"1591796924-4729","https://www.festivalplaner.de/festivals","Electric Castle","https://www.festivalplaner.de/festival/electric-castle","null","15.07. - 19.07.2020","15.07. - 19.07.2020 noch 35 Tage

                    407105 - Cluj-Napoca

                    Banffy Castle

                    Rumänien","","","Urbandawn","",""
"1591796632-3512","https://www.festivalplaner.de/festivals","Hamburg Soul Weekender","https://www.festivalplaner.de/festival/hamburg-soul-weekender","null","02.10. - 04.10.2020","02.10. - 04.10.2020 noch 114 Tage

                    22767 - Hamburg

                    Gruenspan

                    Deutschland","","","Tolbert","",""
"1591796790-4163","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Emil Bulls","",""
"1591796847-4450","https://www.festivalplaner.de/festivals","Watt En Schlick","https://www.festivalplaner.de/festival/watt-en-schlick","ABGESAGT","31.07. - 02.08.2020","31.07. - 02.08.2020 noch 51 Tage

                    26316 - Varel

                    Kurhaus Dangast Strand

                    Deutschland","Kontakt","Webseite","","Webseite","http://www.wattenschlick.de/"
"1591796903-4599","https://www.festivalplaner.de/festivals","Restless Summer","https://www.festivalplaner.de/festival/restless-summer","ABGESAGT","17.07. - 19.07.2020","17.07. - 19.07.2020 noch 37 Tage

                    04860 - Torgau

                    Entenfang

                    Deutschland","Tickets","Early Bird: 79 Euro + VKK Gebühren (limitiert auf 2.500 Tickets), danach 89 Euro                                       » Tickets kaufen","","» Tickets kaufen","http://restless-summer.de/#tickets"
"1591796438-2665","https://www.festivalplaner.de/festivals","Getoese in Moese","https://www.festivalplaner.de/festival/getoese-in-moese-1","null","21.08.2021","21.08.2021 noch 437 Tage

                    33397 - Rietberg-Mastholte

                    Turnierplatz des Reitverein, Hellekamp 9

                    Deutschland","Camping","Nicht vorhanden","","null",""
"1591796909-4617","https://www.festivalplaner.de/festivals","Blasius","https://www.festivalplaner.de/festival/blasius","null","17.07. - 19.07.2020","17.07. - 19.07.2020 noch 37 Tage

                    86742 - Fremdingen

                    Grünhofwiesen

                    Deutschland","","","Die Brasserie","",""
"1591796811-4335","https://www.festivalplaner.de/festivals","Winterthurer Musikfestwochen","https://www.festivalplaner.de/festival/winterthurer-musikfestwochen","ABGESAGT","05.08. - 16.08.2020","05.08. - 16.08.2020 noch 56 Tage

                    8400 - Winterthur

                    Altstadt

                    Schweiz","","","John","",""
"1591796790-4201","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Paradise Lost","",""
"1591796502-2982","https://www.festivalplaner.de/festivals","Juicy Beats","https://www.festivalplaner.de/festival/juicy-beats","null","23.07. - 24.07.2021","23.07. - 24.07.2021 noch 408 Tage

                    44135 - Dortmund

                    Westfalenpark

                    Deutschland","","","Joey Bargeld","",""
"1591796692-3858","https://www.festivalplaner.de/festivals","Folk Im Park","https://www.festivalplaner.de/festival/folk-im-park-1","null","29.08.2020","29.08.2020 noch 80 Tage

                    59556 - Lippstadt

                    Am Kurpark

                    Deutschland","","","Highland Dragon Pipe Band","",""
"1591796675-3732","https://www.festivalplaner.de/festivals","Impericon Oberhausen","https://www.festivalplaner.de/festival/impericon-oberhausen","null","05.09.2020","05.09.2020 noch 87 Tage

                    46047 - Oberhausen

                    Turbinenhalle

                    Deutschland","","","Jinjer","",""
"1591796554-3230","https://www.festivalplaner.de/festivals","Southside","https://www.festivalplaner.de/festival/southside","VERLEGT","18.06. - 20.06.2021","18.06. - 20.06.2021 noch 373 Tage

                    78579 - Neuhausen ob Eck

                    Gewerbepark ""Take Off""

                    Deutschland","","","Skindred","",""
"1591796873-4554","https://www.festivalplaner.de/festivals","Sommer in Altona","https://www.festivalplaner.de/festival/sommer-in-altona","null","23.07. - 26.08.2020","23.07. - 26.08.2020 noch 43 Tage

                    22767 - Hamburg

                    Nobistor

                    Deutschland","","","Chromatics","",""
"1591796973-4955","https://www.festivalplaner.de/festivals","Full Force","https://www.festivalplaner.de/festival/full-force","ABGESAGT","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Milking The Goatmachine","",""
"1591796973-4942","https://www.festivalplaner.de/festivals","Full Force","https://www.festivalplaner.de/festival/full-force","ABGESAGT","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Fit For An Autopsy","",""
"1591796502-2967","https://www.festivalplaner.de/festivals","Juicy Beats","https://www.festivalplaner.de/festival/juicy-beats","null","23.07. - 24.07.2021","23.07. - 24.07.2021 noch 408 Tage

                    44135 - Dortmund

                    Westfalenpark

                    Deutschland","","","102 Boyz","",""
"1591796428-2650","https://www.festivalplaner.de/festivals","PunkOiRama","https://www.festivalplaner.de/festival/punkoirama","null","02.09. - 04.09.2021","02.09. - 04.09.2021 noch 449 Tage

                    03130 - Spremberg

                    Buckwitzhof

                    Deutschland","Camping","ja","","null",""
"1591796934-4858","https://www.festivalplaner.de/festivals","Balaton Sound","https://www.festivalplaner.de/festival/balaton-sound","ABGESAGT","08.07. - 12.07.2020","08.07. - 12.07.2020 noch 28 Tage

                    8621 - Zamárdi

                    Plattensee (Balaton)

                    Ungarn","","","Patrick Topping","",""
"1591796556-3298","https://www.festivalplaner.de/festivals","Hurricane","https://www.festivalplaner.de/festival/hurricane","VERLEGT","18.06. - 20.06.2021","18.06. - 20.06.2021 noch 373 Tage

                    27383 - Scheeßel

                    Eichenring

                    Deutschland","","","Tones And I","",""
"1591796951-4877","https://www.festivalplaner.de/festivals","HeideWitzka","https://www.festivalplaner.de/festival/heidewitzka","null","02.07. - 05.07.2020","02.07. - 05.07.2020 noch 22 Tage

                    98646 - Hildburghausen

                    Lange Heide Hildburghausen

                    Deutschland","","","A.N.A.L.","",""
"1591796973-4973","https://www.festivalplaner.de/festivals","Full Force","https://www.festivalplaner.de/festival/full-force","ABGESAGT","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Sylosis","",""
"1591796790-4172","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Gloryhammer","",""
"1591796729-3995","https://www.festivalplaner.de/festivals","Baltic Open Air","https://www.festivalplaner.de/festival/baltic-open-air","ABGESAGT","20.08. - 22.08.2020","20.08. - 22.08.2020 noch 71 Tage

                    24884 - Busdorf

                    Am Königshügel - Wikingerland Haddeby

                    Deutschland","","","Windrose","",""
"1591797001-5082","https://www.festivalplaner.de/festivals","Limestone Festival","https://www.festivalplaner.de/festival/limestone-festival","ABGESAGT","13.06. - 14.06.2020","13.06. - 14.06.2020 noch 3 Tage

                    85368 - Moosburg

                    Moosburg

                    Deutschland","","","OG KEEMO","",""
"1591796609-3423","https://www.festivalplaner.de/festivals","Desertfest Berlin","https://www.festivalplaner.de/festival/desertfest-berlin","null","13.05. - 16.05.2021","13.05. - 16.05.2021 noch 337 Tage

                    12435 - Berlin

                    Arena Berlin

                    Deutschland","Kontakt","Webseite","","Webseite","http://www.desertfest.de/"
"1591796684-3787","https://www.festivalplaner.de/festivals","Pell-Mell Festival","https://www.festivalplaner.de/festival/pell-mell-festival-1","null","04.09. - 05.09.2020","04.09. - 05.09.2020 noch 86 Tage

                    56414 - Obererbach

                    Festivalgelände, Hauptstraße 1

                    Deutschland","","","Of Colours","",""
"1591796735-3998","https://www.festivalplaner.de/festivals","Xperience Festival","https://www.festivalplaner.de/festival/xperience-festival","null","19.08. - 23.08.2020","19.08. - 23.08.2020 noch 70 Tage

                    32805 - Horn Bad Meinberg

                    Yoga Vidya

                    Deutschland","Camping","ja","","null",""
"1591796539-3126","https://www.festivalplaner.de/festivals","Vainstream Rockfest","https://www.festivalplaner.de/festival/vainstream-rockfest","null","26.06.2021","26.06.2021 noch 381 Tage

                    48143 - Münster

                    Hawerkamp-Gelände

                    Deutschland","Camping","ja","","null",""
"1591796675-3731","https://www.festivalplaner.de/festivals","Impericon Oberhausen","https://www.festivalplaner.de/festival/impericon-oberhausen","null","05.09.2020","05.09.2020 noch 87 Tage

                    46047 - Oberhausen

                    Turbinenhalle

                    Deutschland","","","Eskimo Callboy","",""
"1591796554-3226","https://www.festivalplaner.de/festivals","Southside","https://www.festivalplaner.de/festival/southside","VERLEGT","18.06. - 20.06.2021","18.06. - 20.06.2021 noch 373 Tage

                    78579 - Neuhausen ob Eck

                    Gewerbepark ""Take Off""

                    Deutschland","","","Rise Against","",""
"1591797001-5085","https://www.festivalplaner.de/festivals","Limestone Festival","https://www.festivalplaner.de/festival/limestone-festival","ABGESAGT","13.06. - 14.06.2020","13.06. - 14.06.2020 noch 3 Tage

                    85368 - Moosburg

                    Moosburg

                    Deutschland","","","Seeed","",""
"1591796781-4116","https://www.festivalplaner.de/festivals","Kasumama Afrika Festival","https://www.festivalplaner.de/festival/kasumama-afrika-festival","ABGESAGT","12.08. - 16.08.2020","12.08. - 16.08.2020 noch 63 Tage

                    3970 - Moorbad Harbach

                    Festivalgelände am Holzmühlteich

                    Österreich","Info-Hotline:","Info-Hotline:  0676/9743467 

                                                    Webseite

                            info@kasumama.at","","Webseite","http://www.kasumama.at/"
